Latitude,Longitude,Date,Orbit Number,Scene ID,Build ID,Orbit Correction Performed,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinst,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_bitmask,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer,ECO3ETPTJPL_001_EVAPOTRANSPIRATION_PT_JPL_ETinstUncertainty_ContinuousLayer_Description
31.7365,-109.9419,2020-12-10 17:03:00 UTC,13781,003,0601,True,57.7124519,24.2927895,0b00000000000000000000000000011000,0b0,Continuous
31.7365,-109.9419,2020-12-15 22:51:47 UTC,13862,013,0601,True,27.6266708,89.9622803,0b00000000000000000000000001011001,0b0,Continuous
31.7365,-109.9419,2020-12-19 21:18:06 UTC,13923,013,0601,True,42.797596,8.9040728,0b00000000000000000000000000001000,0b0,Continuous
31.7365,-109.9419,2020-12-23 19:44:20 UTC,13984,012,0601,True,45.664238,18.6769447,0b00000000000000000000000000010010,0b0,Continuous
31.7365,-109.9419,2020-12-31 16:36:31 UTC,14106,011,0601,True,64.0991058,22.2817459,0b00000000000000000000000000010110,0b0,Continuous
31.7365,-109.9419,2021-01-22 23:50:44 UTC,14452,003,0601,True,51.1221199,67.1279373,0b00000000000000000000000001000011,0b0,Continuous
31.7365,-109.9419,2021-01-30 20:45:39 UTC,14574,003,0601,True,70.2978745,107.8615799,0b00000000000000000000000001101011,0b0,Continuous
31.7365,-109.9419,2021-02-03 19:13:00 UTC,14635,003,0601,True,228.9601135,92.0884399,0b00000000000000000000000001011100,0b0,Continuous
31.7365,-109.9419,2021-02-11 16:07:23 UTC,14757,003,0601,True,77.3762512,32.060154,0b00000000000000000000000000100000,0b0,Continuous
31.7365,-109.9419,2021-02-20 20:24:19 UTC,14899,012,0601,True,56.0686874,22.8935318,0b00000000000000000000000000010110,0b0,Continuous
31.7365,-109.9419,2021-02-24 18:51:27 UTC,14960,012,0601,True,81.0164719,24.3249054,0b00000000000000000000000000011000,0b0,Continuous
31.7365,-109.9419,2021-02-28 17:18:17 UTC,15021,014,0601,True,91.5286713,83.9759979,0b00000000000000000000000001010011,0b0,Continuous
31.7365,-109.9419,2021-03-04 15:45:17 UTC,15082,014,0601,True,80.2314758,71.1093521,0b00000000000000000000000001000111,0b0,Continuous
31.7365,-109.9419,2021-03-30 21:32:40 UTC,15490,003,0601,True,50.7196503,153.6552734,0b00000000000000000000000010011001,0b0,Continuous
31.7365,-109.9419,2021-04-04 19:13:14 UTC,15566,003,0601,True,54.5541306,158.489212,0b00000000000000000000000010011110,0b0,Continuous
31.7365,-109.9419,2021-04-08 17:40:46 UTC,15628,003,0601,True,60.4254227,117.0279312,0b00000000000000000000000001110101,0b0,Continuous
31.7365,-109.9419,2021-04-20 13:03:06 UTC,15811,001,0601,True,25.6791382,103.3744659,0b00000000000000000000000001100111,0b0,Continuous
31.7365,-109.9419,2021-04-20 21:12:43 UTC,15816,013,0601,True,32.8087082,54.6914368,0b00000000000000000000000000110110,0b0,Continuous
31.7365,-109.9419,2021-04-24 19:40:01 UTC,15877,012,0601,True,43.0524521,50.4004288,0b00000000000000000000000000110010,0b0,Continuous
31.7365,-109.9419,2021-05-02 16:34:22 UTC,15999,013,0601,True,62.8700485,54.6033134,0b00000000000000000000000000110110,0b0,Continuous
